Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,About Heading (product.metafields.about.heading),Max in Cart (product.metafields.custom.max_in_cart),Variant Images Grouping List (product.metafields.custom.variant_images_grouping_list),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),30 Day Sales Quantity (product.metafields.ohs.30_day_sales_quantity),Attributes (product.metafields.ohs.attributes),Bullets (product.metafields.ohs.bullets),Container Qty (product.metafields.ohs.container_qty),Container Servings (product.metafields.ohs.container_servings),Container Type (product.metafields.ohs.container_type),Dose Phrase (product.metafields.ohs.dose_phrase),Fact Card Product (product.metafields.ohs.fact_card_product),FAQs (product.metafields.ohs.faqs),Health Goals (product.metafields.ohs.health_goals),Ingredients (product.metafields.ohs.ingredients),Parent Product (product.metafields.ohs.parent_product),Sample Product (product.metafields.ohs.sample_product),WS Product (product.metafields.ohs.ws_product),Visibility to Search & Google (product.metafields.seo.hidden),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Flavor (product.metafields.shopify.flavor),Genre (product.metafields.shopify.genre),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Australia,Price / Australia,Compare At Price / Australia,Included / European Union,Price / European Union,Compare At Price / European Union,Included / International,Price / International,Compare At Price / International,Included / US Retail,Price / US Retail,Compare At Price / US Retail,Status
optimal-b-awake,Optimal B Awake,"<p>Caffeine is a popular and effective ergogenic aid for endurance exercise and energy, but whether habitual caffeine consumption impacts the effects of an acute caffeine dose was unclear, until now. A recent study, now under review, sought to test how prolonged regular caffeine use influences exercise performance. The study (the longest one to date) investigated the effects of caffeine use on caffeine’s energy and performance effects.<br><br>The results concluded that individuals with low-habitual intakes should refrain from chronic caffeine supplementation to maximize performance benefits from acute caffeine ingestion. In other words: prolonged caffeine use loses its effectiveness over time.<br><br>Caffeine is the world’s most popular stimulant. You can hardly travel a city block without running into one coffee shop or another, and might be hard pressed to name a coworker that can function without starting his or her day with a caffeine fix. America is addicted to this stuff. As such, investigating how regular caffeine consumption impacts its effects is a critical area of research. How is this addiction affecting our health?<br><br><strong>The Price of Getting Hooked<br></strong>Caffeine works primarily by binding to adenosine receptors in the brain and various other organs, acting as a competitive inhibitor to adenosine. Since adenosine mediates the perception of drowsiness, preventing its actions results in alertness. However, there’s a steep price to pay for this false sense of alertness.<br><br>Caffeine causes calcium to be excreted in the urine and feces. For every 150 mg of caffeine ingested, about the amount in one cup of coffee, 5 mg of calcium is lost. Caffeine also inhibits the amount of calcium that gets absorbed through the intestinal tract and depletes the amount retained in bones.<br><br>Studies have shown that women with high caffeine intake suffer more hip fractures than those who avoid caffeine or drink in moderation (1-2 cups per day). Caffeine inhibits vitamin D receptors, which limit the amount that will be absorbed. Because vitamin D is important in the absorption and use of calcium in building bone, this could also decrease bone mineral density, resulting in an increased risk for osteoporosis.<br><br>Caffeine interferes with iron absorption, which is necessary for red blood cell production. Drinking caffeine at the same time as an iron source can reduce absorption by up to 80%, according to the Nutrition Desk Reference. Caffeine also has a mild diuretic effect, which increases urination. Water soluble vitamins, such as the B-vitamins, can be depleted as a result of the fluid loss. <br><br>In addition, it interferes with the metabolism of some B-vitamins, such as thiamine (vitamin B1).The aforementioned study shows that regular consumption lowers its effects on endurance performance in recreational athletes. Daily supplementation with about 175mg of caffeine per day over 28 days resulted in a tolerance to the ergogenic effect of an acute caffeine dose.<br><br><strong>Nutrient Robber<br></strong>Young adults who were diagnosed with mild hypertension had four times the risk of having a heart attack if they consumed the amount of caffeine equivalent to 4 cups of coffee. More moderate consumption showed three times the risk.<br><br>In order for your body to absorb nutrients from the food you eat, food has to reach your small intestines and stay there long enough to pass through the intestine wall and get absorbed into the bloodstream. Your blood does the rest by carrying the correct nutrients to the corresponding part of your body. <br><br>Even if you eat healthy foods, you can still have a host of nutrient deficiencies if you’re not properly absorbing the vitamins and minerals. What isn’t understood is the fact that caffeine from sodas, energy drinks and supplements robs your body of nutrients.<br><br>During the 12.5 year follow-up there were 60 cardiovascular events. Of these about 80% were heart attacks and the remainder included strokes, peripheral artery disease and kidney failure. The findings show a linear association between caffeine consumption and increased risk of cardiovascular events.<br><br> <em>Calcium</em> - Besides the well-known bone health role, calcium helps blood clot nerves send messages, and muscles contract. Don’t get enough and your bones become brittle, tooth decay, various organs cease functioning properly, if at all. It’s not an exaggeration when we say your body can completely shut down due to severe calcium depletion.<br><br>Caffeine causes calcium to be excreted in the urine and feces. For every 150mg of caffeine ingested, about the amount in one cup of coffee, 5mg of calcium is lost. This effect occurs even hours after your morning cup of joe. One study of postmenopausal women found that those who consumed more than 300mg of caffeine lost more bone in the spine than women who consumed less.<br><br>Caffeine also inhibits the amount of calcium that gets absorbed through the intestinal tract and depletes the amount retained in bones. Studies have shown that women with high caffeine intake suffer more hip fractures than those who avoid caffeine or drink in moderation (1 to 2 cups per day).<br><br> <em>Vitamin D</em> - Vitamin D and calcium work off and support each other. Vitamin D helps your body absorb calcium and make sure it goes into your bones, instead of your arteries. It is essential to the health of most organs, including the brain, heart, skin, reproductive, prostate and mammary glands. Vitamin D receptors are also involved in immune regulation and mediate response to infection and inflammatory processes.<br><br>Caffeine inhibits vitamin D receptors, which limit the amount that will be absorbed. Because vitamin D is important in the absorption and use of calcium in building bone, this could also decrease bone mineral density, resulting in an increased risk for osteoporosis.<br><br><em>Iron</em> - Iron deficiency and its link to anemia is fairly well known. Iron plays a role in oxygen getting carried around your body so you have the energy you need to get through your day. Iron deficiencies not only lead to fatigue, your brain function is going to take a dive and you become more prone to infection. Iron also plays a role in skin, hair and nail health.<br><br>Caffeine interferes with iron absorption, which is necessary for red blood cell production. Drinking caffeine at the same time as an iron source can reduce absorption by up to 80%, according to the Nutrition Desk Reference. Any beverage containing caffeine should be separated from iron-containing foods or supplements by at least one hour.<br><br> <em>B Vitamins</em> - The list long when it comes to what B Vitamins do for you and your body. The largest role they play is with energy and vitality, mental clarity and focus, and overall mood. All these are tied to what science calls the Krebs energy cycle. Deficiencies cause a host of health problems, including low energy, depression, poor muscle function, and so on.<br><br>Caffeine has a mild diuretic effect, which increases urination. Water soluble vitamins, such as the B-vitamins, can be depleted as a result of the fluid loss. In addition, it interferes with the metabolism of some B-vitamins, such as thiamine (vitamin B1). The one exception to this rule appears to be vitamin B12. Caffeine stimulates the production of stomach acid, which actually helps the body absorb B12.<br><br><strong>The Safe Energy Boost<br></strong>Caffeine offers no real health benefit, yet there are days we could really use a pick-me-up, be it from a rough night of poor sleep, a stressful day, or a string of indulgent meals. Instead of making things worse with caffeine, you can perk yourself up and preserve your health with Optimal B Awake.<br><br>This product is designed to help improve both your mental and physical energy levels by providing your body with the proper nutrients. This blend consists of specific amounts of enzymes and minerals to drive the nutrients to the cellular level quickly. You will feel the effects of increased focus, motivation and energy shortly after taking Optimal B Awake. And it is a product for which you can easily adjust the dosage and times of use based on your own particular needs. And the best part? B Awake doesn’t rob your body of nutrients like synthetic caffeine does. You can get a morning zinger without sacrificing your health.</p>",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,"","Bottle, Bulk Discountable, Direct Script, HP Line Order, Standard Size, Tier 1 - Retail, TruShield, Visibility - All",true,Title,Default Title,,,,,,,,689076545273,113.3980925,shopify,1261,deny,manual,35.00,,true,true,,,,,689076545273,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OHS-Ingredient-B-Awake-2023.png?v=1720724349,1,Image of a bottle of Optimal B Awake with Green tea leaves and Rhodiola Rosea.,false,Optimal B Awake | Optimal Health Systems,,,,,,,,,,,,,Naturally Boost Mental and Physical Energy Without the Crash,,,,217,"Dairy Free
Gluten Free
GMP
Non-GMO
Opti-Blend
Vegetarian
Whole Food
TruShield Certified","Helps you gain immediate energy without the crash
Increases mental clarity and focus
Enhances mood
Provides your body with a healthy alternative to caffeine and does not tax adrenal glands",90,45,Capsules,"Take 2 capsules with food, as needed in the morning/early afternoon, or as directed.",optimal-b-awake-fact-cards,how-do-you-guarantee-potency; where-is-the-expiration-date-on-the-product,"Energy
Weight Management",b-12; taurine; dmae; rhodiola-herb,,sample-optimal-b-awake,ws-optimal-b-awake,,,,,,,,,,,opti-brain; tru-energy-pak,,,,,lb,,,true,,,false,,,false,,,true,,,true,,,active
optimal-b-awake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/B_Awake_Benefit_PNG.png?v=1760467503,2,B Awake Benefit PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-b-awake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/B-Awake.png?v=1759951064,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-b-awake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/B-Awake-Supplement-Facts-800.png?v=1759951064,4,Optimal B Awake Supplement Facts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-b-awake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OHS-WEB-Bawake-2023.png?v=1759951064,5,Image of a bottle of Optimal B Awake.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-b-awake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OHS-OtoN-b-awake-2023.png?v=1759951064,6,Picture of the old OHS B-awake bottle with a green arrow pointing to the new OHS B-Awake Bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-2-whole-food-vitamin-mineral,Optimal 2 Whole Food Vitamin Mineral,"<div class=""grid grid--1-col grid--3-col-tablet"">
<div><iframe title=""Whole Food Vitamin Mineral | Whole Food Supplements | OHS"" src=""https://www.youtube.com/embed/uWOBNwQ70EI"" allowfullscreen="""" allow=""autoplay; encrypted-media"" frameborder=""0""></iframe></div>
<div><img alt=""Testimonial"" src=""https://cdn.shopify.com/s/files/1/0794/7629/3934/files/5fb2ec8233cd3970d25f7c0e_Whole_20Food_20Vitamin_20Mineral_480x480.png?v=1694205761"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0794/7629/3934/files/5fb2ec8233cd3970d25f7c0e_Whole_20Food_20Vitamin_20Mineral_480x480.png?v=1694205761""></div>
<div><iframe title=""The Difference Between Whole Food and Synthetic Vitamins | OHS"" src=""https://www.youtube.com/embed/T9HsdEmz0lE"" allowfullscreen="""" allow=""autoplay; encrypted-media"" frameborder=""0""></iframe></div>
</div>
<h3>Virtually Everyone Is Vitamin and Mineral Deficient<br>
</h3>
<p>A USDA study on 21,000 people found that not even one of them had the Recommended Daily Amount (RDA) of the essential vitamins in their system. 97% of the American population doesn’t eat a balanced diet. Another USDA study showed that over 70% of Americans take a multivitamin. However, the AMA concluded that almost all Americans are deficient in vitamins and minerals.<br><br>What’s happening is people are consuming nutrient-deficient and processed foods, or taking mainstream multivitamins, which are composed of synthetic ingredients. Our bodies don’t readily recognize synthetics, and synthetics are almost always incomplete forms of the natural version. While our bodies try to figure out what to do with these “vitamins,” it robs nutrients from all over to fill in the gaps synthetics leave behind.</p>
<h3>Synthetic Multivitamins Are Dangerous<br>
</h3>
<p>Synthetic vitamins can damage your health and cause disease. Vitamin A can cause birth defects, liver damage, hair loss, weakness, anemia, joint pain and headaches. Vitamin D can cause kidney and cardiovascular damage, nausea, irritability and even coma. Calcium can cause constipation and kidney stones. Vitamin B is linked to muscle weakness and severe loss of neuromotor coordination. Vitamin E is linked to toxic reactions and blocking of beneficial nutrients.<br><br>There is conflicting information on the efficacy of supplementing with multivitamins and individual nutrients. This stems from performing research with synthetic vitamins versus whole food. While they go by the same name, one is NOT like the other.<br><br>For example, vitamin C. Whole food vitamin C comes from citrus and other fruits—in other words: the whole food itself. Synthetic vitamin C is made from high fructose corn syrup and hydrochloric acid (HCl), creating ascorbic acid via an intense fermentation process. Not only are the sources unhealthy, the end product isn’t the full vitamin.Vitamin C is comprised of ascorbic acid, rutin, bioflavonoids, and J &amp; K factor. The three missing pieces of the whole nutrient force your body to do extra work to make the synthetic ascorbic acid useable. That extra work creates health issues, including thickening of arteries.<br><br>To further get the point across, women have to take great care with what they eat and supplement with when pregnant. Doctors will tell them to be wary of supplementing with vitamin A in order to avoid the risk of their baby developing birth defects. However, they don’t tell women to cut down on how many carrots to eat, which are full of vitamin A. In fact, pregnant women would be encouraged to eat carrots and all the healthy foods they can get their hands on. Vitamin A straight from foods is perfectly safe and healthy.</p>
<p><img alt=""Vitamin C Chart"" src=""https://cdn.shopify.com/s/files/1/0794/7629/3934/files/5fb2ec83e81edd08e670400f_opt2.2-p-500_480x480.png?v=1694205837"" style=""display: block; margin-left: auto; margin-right: auto;""></p>
<h3>It Doesn't Take Much to Develop Health Issues<br>
</h3>
<p>It takes only one vitamin or mineral deficiency to create a cascade effect of health issues, from fatigue to autoimmune disease and high blood pressure. Obesity is linked to deficiencies, too.<br><br>Research proves current farming methods, food production, and preparation deplete our foods of life-generating vitamins and minerals. Stress, pollution and other lifestyle and environmental factors further deplete the nutrients needed for health. Even minor deficiencies can affect health and wellbeing, causing us to age prematurely, get sick more often, recover less rapidly and countless other conditions.<br><br>Unfortunately, synthetic vitamins and commonly marketed forms of minerals often create more problems than what they’re supposed to fix. <br><br><strong>Take Safe, Effective Multivitamins<br></strong>Optimal 2 contains 12 essential minerals and all the vital nutrients in their most absorbable and useable organic form. We do not use any chemicals. Patented organic minerals are the only type that exactly mimic the minerals found in foods. Other mineral forms are far less beneficial and can be highly toxic.<br><br>Optimal 2 Whole Food Vitamin • Mineral contains absolutely NO synthetic ingredients. Our patented organic minerals are retained at the highest levels and have the lowest toxicity of any mineral in the world.</p>",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,"","Best Seller, Bottle, Bulk Discountable, Direct Script, HP Line Order, Standard Size, Tier 1 - Retail, TruShield, Visibility - All",true,Title,Default Title,,,,,,,,655705123020,108.8621688,shopify,1429,deny,manual,35.00,,true,true,,,,,655705123020,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OHS-Ingredient-WholefoodVitamin_MIneral-2023.png?v=1698247509,1,"Image of a bottle of Optimal 2 Whole Food Vitamin Mineral. Around the bottle are blueberries, raspberries, mangoes, and apples.",false,Whole Food Vitamin-Mineral | Optimal Health Systems,Whole food multivitamin supplement in the most absorbable and useable form. No synthetic vitamins.  A full spectrum  vitamin with all 14 essential amino acid chelated minerals and complete blend of  antioxidants.,,,,,,,,,,,,Keep Your Nutritional Bases Covered,,,,580,"Dairy Free
Gluten Free
Non-GMO
Opti-Blend
Vegetarian
Whole Food
GMP
TruShield Certified","Each dose contains 100% daily value of 24 essential vitamins and minerals
Minerals are retained at the highest levels and are at the lowest toxicity
Our predigested vitamins and minerals are absorbed at the cellular level",90,30,Capsules,"Take 3 capsules daily preferably with meals, or as directed.",optimal-2-whole-food-vitamin-mineral-fact-cards,how-do-you-guarantee-potency; where-is-the-expiration-date-on-the-product; why-is-there-a-color-change-in-the-capsules-vit-min,Longevity,whole-food-vitamins; patented-organic-minerals; antioxidants,,sample-optimal-2-whole-food-vitamin-mineral,ws-optimal-2-whole-food-vitamin-mineral,,,,,,,,,,,optimal-efa; optimal-1-digest-a-meal,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
optimal-2-whole-food-vitamin-mineral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Whole_Food_Vitamin_Mineral_Benefit_PNG.png?v=1760467692,2,Whole Food Vitamin Mineral Benefit PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-2-whole-food-vitamin-mineral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Whole_Food_Vitamin_Mineral_Product_Review_Photo_PNG.png?v=1759942349,3,Whole Food Vitamin Mineral Product Review Photo PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-2-whole-food-vitamin-mineral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Whole-Food-Vitamin-Mineral-Supp-Fact.png?v=1759942349,4,Optimal 2 Whole Food Vitamin Mineral Supplement Facts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-2-whole-food-vitamin-mineral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OHS-WEB-VitaminMineral-2023_5ab55059-21b2-47b6-8511-31a4b6644e3a.png?v=1759942349,5,Image of a bottle of Optimal Two Whole Food Vitamin Mineral.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opti-thyroid,Opti-Thyroid,"<div><iframe src=""https://www.youtube.com/embed/y1D7qMrRGpo"" title=""Opti-Thyroid | Whole Food Supplements | OHS"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe></div>
<h3>Protect Your Thyroid from Modern Life<br>
</h3>
<p>Despite its relatively small size, the thyroid influences every cell in your body. It’s so critical that newborns undergo a mandatory screening for congenital hypothyroidism. Roughly 10% of the American population suffers from one thyroid condition or another, and the increased incidence of thyroid disease can be linked to a host of factors, some more obvious than others.<br><br>The latest figures estimate that roughly 27 millions Americans suffer from one type of thyroid condition or another. Up to 60% of them are unaware of their condition. Undiagnosed thyroid diseases may put patients at risk for certain serious conditions, such as cardiovascular diseases, osteoporosis and infertility.<br><br>One in eight women will develop a thyroid disorder in her lifetime and they are eight times more likely than men to have thyroid problems. Pregnant women with undiagnosed or inadequately treated hypothyroidism have an increased risk of miscarriage, preterm delivery, and severe developmental problems in their children.<br><br>As to why women have increased risk, we still don’t know but at least we can do something about it. A steady stream of research has revealed a growing list of factors that contribute to thyroid diseases and disorders, including genetic and environmental factors.<br><br><strong>Causes of Hypothyroidism</strong></p>
<ul role=""list"">
<li>Thyroiditis</li>
<li>Iodine deficiency<br>
</li>
<li>Magnesium and/or zinc deficiency<br>
</li>
<li>Heavy metal poisoning<br>
</li>
<li>Exposure to pesticide chemicals<br>
</li>
<li>Birth defect or born without a thyroid<br>
</li>
<li>Surgical removal of the thyroid gland or treatment with radioactive iodine<br>
</li>
</ul>
<p><strong>Causes of Hyperthyroidism</strong><br></p>
<ul role=""list"">
<li>Graves disease<br>
</li>
<li>Goiter</li>
<li>Thyroiditis</li>
<li>Overmedication with triiodothyronine (T3) and/or levothyroxine (T4)<br>
</li>
</ul>
<p>Thyroiditis is an autoimmune disorder. Studies show that the highest prevalence of thyroiditis occurs in countries with the highest intake of iodine, such as the US and Japan.<br><br>When it comes to heavy metals, mercury and iodine are chemically very similar to each other, so your thyroid is quick to absorb and store it. This leads to iodine deficiency and hypothyroidism and autoimmune disorders. Mercury damages thyroid cells so much that your immune system can no longer recognize them.<br><br>One study led b Dr. Whitney S. Goldner of the University of Nebraska Medical Center, Omaha looked at 44 different pesticides, they found that women married to men who had ever used organochlorine insecticides — such as aldrin, DDT, and lindane — were 1.2 times as likely to have hypothyroidism. It’s not clear why pesticides would be linked to thyroid problems. However, some studies have suggested that such chemicals have low levels of certain thyroid hormones.<br><br>Genetic causes account for about 15-20% of cases of congenital hypothyroidism. Mutations in the TSHB gene disrupt the synthesis of thyroid hormones by impairing the stimulation of hormone production.<br><br><strong>Unexpected Links to Thyroid Issues</strong></p>
<ul role=""list"">
<li>Soy - Soy isoflavones can damage thyroid function<br>
</li>
<li>Smoking – Smoking can significantly increase in the risk of all types of thyroid disease<br>
</li>
<li>Tap water - Standard water-treatment plants cannot remove the chemical perchlorate from the water supply. According to one researcher, ""There is a statistical association between low-level contamination with ammonium perchlorate and elevated or abnormal thyroid function."" Also, chlorine content in the water can displace the much-needed iodine.<br>
</li>
<li>Fluoride – is an enzyme poison which accumulates in the body. Since the body can only eliminate 50% of its total fluoride intake, this build-up can cause harm to the thyroid by blocking the use of iodine.<br>
</li>
<li>Family history – of thyroid disease is a warning signal. Also a family history of depression, autoimmune disease, chronic fatigue or weight issues can signify thyroid problems.<br>
</li>
<li>Stress – Is a factor in almost every kind of disease and can affect the thyroid.<br>
</li>
<li>Pregnancy – It is estimated that between 5-10% of all pregnancies will result in PPT (Postpartum Thyroiditis).<br>
</li>
<li>Menopause – hormonal changes during this period of a woman’s life can wreak havoc on her thyroid.<br>
</li>
</ul>
<p>Newly diagnosed hyperthyroidism occurs in about 1 in 2,000 pregnancies. Graves' disease accounts for 95% of cases of hyperthyroidism newly diagnosed during pregnancy.<br></p>
<h3>Nutrients Your Thyroid Needs to Stay at Peak Function<br>
</h3>
<p>Iodine - The thyroid gland uses iodine from food and supplements to make the hormone thyroxine (T4), which is converted to the more potent, bioactive form called triiodothyronine (T3). Thyroid function works in concert with the pituitary gland, adrenals, parathyroid, and sex glands, all of which work together to maintain hormonal balance in the body.<br><br>For example, the pituitary gland produces TSH (thyroid-stimulating hormone), which helps regulate thyroxine hormone production. The hypothalamic-pituitary-adrenal (HPA) axis and the hypothalamic-pituitary-thyroid (HPT) axis serve as avenues of communication for these crucially important glands.<br><br>B Vitamins - It’s unwise to pick just one or two of the B vitamins when all of them have different roles to play in healthy thyroid function. For example vitamin B6 plays a critical role allows the thyroid to utilize iodine to produce hormones, and vitamin B2 is involved in hormone secretion.<br><br>Magnesium - Magnesium is required for the conversion of T4 into T3. Magnesium deficiency is related to goiter, or an enlarged thyroid gland. Another important nutrient in preventing goiter is iodine, but magnesium is right there helping too.<br><br>Zinc - Research has shown that both hypothyroidism and hyperthyroidism result in zinc deficiency. Low zinc levels have been found in obese people. A depletion in zinc prevents the conversion of the T4 hormone into the active T3 version. This can lead to symptoms like hair loss, fatigue, and weight gain, even while taking synthetic thyroid medications.<br><br><strong>Opti-Thyroid<br></strong>Part of our Dr. Brimhall line, the ingredients in this formula have stood the test of time with their efficiency. Opti-Thyroid provides whole food micronutrients that are essential for the production of thyroid hormones, providing a foundation that best supports the thyroid gland. It is the ONLY predigested formula of its kind. The predigestion process sets this formula above the rest because it guarantees delivery at the cellular level and up to 300% better nutrient absorption.<br><br>Opti-Thyroid provides tyrosine, iodine, and selenium, micronutrients that are essential for the production of T4 and its conversion to T3. B vitamins from a whole food cultured media blend are present to support energy production, while vitamin C, vitamin E, and beta-carotene provide support for antioxidant activity and tissue protection. Chelated minerals, choline, betaine hydrochloride (HCI), and glutamic acid provide further support for metabolic functions. Glandular support comes from an Argentinian bovine source and are predigested to ensure safety and purity.</p>",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,"","Bottle, Brimhall Opti, Bulk Discountable, Direct Script, HP Line Order, Standard Size, Tier 1 - Retail, Visibility - Admin Only",true,Title,Default Title,,,,,,,,645871744013,95.2543977,shopify,4262,deny,manual,40.00,,true,true,,,,,645871744013,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OPTI-Ingredient-Thyroid-2023.png?v=1748988690,1,"Image of a bottle of Opti-Nutrients Opti-Thyroid. Around the image are raspberries, kelp, and strawberries.",false,Opti-Thyroid | Optimal Health Systems,Opti-Theyroid is paired with the industry's first and only pre-digested glandulars with supportive whole food nutrients to provide a foundation to best support the thyroid gland!,,,,,,,,,,,,Whole Food Nutritional Support for Optimal Thyroid Function,,,,87,"Dairy Free
Gluten Free
GMP
Non-GMO
Whole Food","Provides micronutrients that are essential for the production of thyroid hormones
Contains B vitamins to support energy production
Provides support for antioxidant activity and tissue protection
Supports metabolic functions",90,45,Capsules,Take 2 capsules daily or as directed by a health professional.,opti-thyroid-fact-cards,how-do-you-guarantee-potency; where-is-the-expiration-date-on-the-product; is-this-formula-vegetarian-friendly,,opti-blend-delivery-system; kelp; raspberries; strawberry,,sample-opti-thyroid,ws-opti-thyroid,1,,,,,,,,,,,,,,,lb,,,true,,,false,,,false,,,false,,,true,,,active
